分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
互联网,腾讯,10,腾讯,6-10，一般8,腾讯,79.1,良好,csig领航,csig领航,后端,后端开发,,深圳,10:00,18:00,8,5,5,14:00,13:00,否,可早走,未填写,,未填写,城市,,,,否,总表
互联网,腾讯,10点,腾讯,8点～9点,腾讯,79.1,良好,csig企业中台产品部,产品,后端,后端开发,北京,北京,10:00,20:00,10,5,5,12:00,18:00,否,否,周报，实习生写日报,,未填写,,北京比较养老,,,否,总表
互联网,腾讯,10:30:00,腾讯,21，卷一点的22,腾讯,79.1,良好,CSIG云产品,产品,产品,产品经理,深圳,深圳,10:30,21:00,10.5,5,5,11:30,18:30,未填写,可早走,是,,未填写,,,,,否,总表
互联网,腾讯,10点后,腾讯,大部分8点，集群很忙,腾讯,79.1,良好,csig云产品一部容器部,产品,后台开发,后端开发,深圳,深圳,10:00,20:00,10,,5,14:00,未填写,未填写,可,未填写,,未填写,工作天数,集群的很忙，其他的感觉还舒服，leader比较nice,,,否,总表
互联网,腾讯,10点,腾讯,10点,腾讯,79.1,良好,csig在线教育中心,csig在线教育中心,后台开发,后端开发,深圳,深圳,10:00,10:00,,5,5,12:00,18:00,是，活动日,否,晨会+周报,,未填写,,加班多，卷，技术一般般，领导随时找,,,否,总表
互联网,腾讯,10:00:00,腾讯,10:00:00,腾讯,79.1,良好,IEG Global,IEG Global,前端,前端开发,深圳,深圳,10:00,10:00,,5,5,12:00,18:00,否,可以早走,未填写,,未填写,,,,,否,总表
互联网,腾讯,10 - 10.30,腾讯,9点左右，有游泳协会活动啥的可以直接吃完饭去就去,腾讯,79.1,良好,存储研发中心,技术/研发,后端,后端开发,北京/深圳,北京,10:00,21:00,11,5,5,11:00,17:00,否,五点半吃饭可以直接跑,看导师,,未填写,,流动性低，技术和氛围都挺好，工作量不大，同事都挺厉害的,,,否,总表
互联网,腾讯,9:30-10:00,腾讯,21:00-22:00,腾讯,79.1,良好,国际支付组,国际支付组,测试,测试,西安,西安,09:30,21:00,11.5,5,5,12:00,18:00,有时有零食，有事可以18:00早走,有团建，一个月至少4次；有q币,要写日报，周报，新人有导师，去了先是帮导师打杂,,未填写,,氛围好，有点卷，每年要搞kpi包括研发创新，还要答辩挺烦的，有16薪,,,否,总表
互联网,腾讯,9:30-10:00,腾讯,21:00-22:00,腾讯,79.1,良好,国际支付组,国际支付组,后端,后端开发,西安,西安,09:30,21:00,11.5,5,5,12:00,18:00,有时有零食，有事可以18:00早走,有团建，一个月至少4次；有q币,要写日报，周报,,未填写,,氛围好，同事之间互帮互助，有点卷，每年要搞kpi包括研发创新啥的,,,否,总表
互联网,腾讯,09:50:00,腾讯,新人21:00，老员工21-23不定,腾讯,79.1,良好,ieg tcaplus研发组,技术/研发,后台,后端开发,深圳,深圳,09:50,21:00,11.2,5,5,12:00,18:00,6点下班,未填写,日报（填表）,,未填写,,,,,否,总表
互联网,腾讯,10点,腾讯,实习生9点半，正式员工10点,腾讯,79.1,良好,IEG-北极光A3,IEG-北极光A3,游戏客户端,客户端开发,上海,上海,10:00,21:00,11,5/6，大小周,5,11:40,17:50,是，北极光健康日,周五发版本日，视bug情况正式员工需要加到11点以后，实习生不用加班,不需要，mentor每天对接进度,,未填写,,,,,否,总表
互联网,腾讯,10:00:00,腾讯,正式工9点，实习生6点,腾讯,79.1,良好,ieg工作室,ieg工作室,开发,研发,上海,上海,10:00,21:00,11,5,5,11:30,17:30,健康日，6点下班,团建,否,,未填写,,氛围好，leader人很不错，组内离职的少，有不少四十岁以上的员工，一般学历都是南大、东南、上交、复旦、浙大这样,,,否,总表
互联网,腾讯,09:30:00,腾讯,06:30:00,腾讯,79.1,良好,IEG魔方技术中心,技术/研发,游戏客户端开发,客户端开发,深圳,深圳,09:30,18:30,9,5,5,12:30,18:00,健康日（6:00下班）,否,每周周会,,未填写,,加班少，氛围好,,,否,总表
互联网,腾讯,10点,腾讯,9点,腾讯,79.1,良好,IEG业务安全部,风控/法务,后台开发,后端开发,深圳,深圳,10:00,21:00,11,5,5,12:00,18:00,否,是，吃完晚饭就可以走,晨会+周报,,未填写,,氛围很好，技术不强，适合养老,,,否,总表
互联网,腾讯,10,腾讯,8:30-10:00,腾讯,79.1,良好,计费平台部,平台/中台,后台开发,后端开发,深圳,深圳,10:00,20:30,10.5,5,5,未填写,不固定,否,可以,是,,未填写,,数据库中心，普遍有点卷,,,否,总表
互联网,腾讯,10,腾讯,9-12点,腾讯,79.1,良好,pcg-社交协作(腾讯文档),pcg-社交协作(腾讯文,后台开发,后端开发,深圳,深圳,10:00,21:00,11,5,5,12:00,17:30,是,可以,是,,未填写,,腾讯文档招人，快来，这么多人编辑，靠你们来维护了。,,,否,总表
互联网,腾讯,10点左右,腾讯,21:00-23:00,腾讯,79.1,良好,pcg腾讯视频,pcg腾讯视频,产品,产品经理,深圳,深圳,10:00,21:00,11,5,5,12:00,18:00,否,没事可以早走,周报,,未填写,,同事很nice，组里氛围ok,,,否,总表
互联网,腾讯,10点,腾讯,9:30-10:00,腾讯,79.1,良好,pcg-腾讯文档,pcg-腾讯文档,前端,前端开发,北京,北京,10:00,21:30,11.5,5,5,12:00,18:00,健康日,没活可以早走,晨会+周报,,未填写,,新业务多，偶尔会加班到半夜，oncall多,,,否,总表
互联网,腾讯,10:00:00,腾讯,9点，大部分人9:30前,腾讯,79.1,良好,PCG应用宝,PCG应用宝,后端,后端开发,深圳,深圳,10:00,21:30,11.5,5,5,12:00,18:00,否,否,日报,,未填写,,新人培训课程很多，试用期比较忙,,,否,总表
互联网,腾讯,要求十点前,腾讯,8点到9点不等,腾讯,79.1,良好,PCG-应用宝推荐算法,算法,算法,算法,深圳,深圳,10:00,08:00,22,5,5,12:00,18:00,活动日,是可以提前走,周报,,未填写,上班时间,氛围不错，但是人员流动性有点大,,,否,总表
互联网,腾讯,09:30:00,腾讯,22:30:00,腾讯,79.1,良好,qq,qq,后端,后端开发,深圳,深圳,09:30,22:30,13,5+,5,未填写,18:00,理论上是健康日，但很少人早走,否,新人要日报+周报,,未填写,,老哥部门加班凶,,,否,总表
互联网,腾讯,11,腾讯,8,腾讯,79.1,良好,qq,qq,前端,前端开发,深圳,深圳,11:00,20:00,9,5,5,未填写,17:00,是,是,否,,未填写,,组内不卷，项目有点紧,,,否,总表
互联网,腾讯,10点左右到,腾讯,有活就晚走，没的一般6点就走,腾讯,79.1,良好,qq社交平台,平台/中台,后端,后端开发,深圳,深圳,10:00,18:00,8,5,5,12:00,18:00,是,否,是,,未填写,,需要维护老代码，整体来说还行,,,否,总表
互联网,腾讯,10:00:00,腾讯,18:30:00,腾讯,79.1,良好,teg,teg,后台,后端开发,长沙,长沙,10:00,18:30,8.5,5,5,12:00,回家吃,否,可以早走,周报,,未填写,,有事都可以早走，长沙是子公司，比较养老,,,否,总表
互联网,腾讯,10:30:00,腾讯,20:30:00,腾讯,79.1,良好,Teg Ai Lab,Teg Ai Lab,产品策划,产品经理,深圳,深圳,10:30,20:30,10,,5,14:00,未填写,未填写,七点走,未填写,,未填写,工作天数,,,,否,总表
互联网,腾讯,10,腾讯,10,腾讯,79.1,良好,广告,市场/品牌,产品,产品经理,深圳,深圳,10:00,10:00,,5,5,14:00,13:00,否,是,周报，新人日报,,未填写,,活多钱少很卷,,,否,总表
互联网,腾讯,10,腾讯,10点左右,腾讯,79.1,良好,广告,市场/品牌,产品策划,产品经理,深圳,深圳,10:00,10:00,,5,5,14:00,07:00,未填写,可早走,是,,未填写,,,,,否,总表
互联网,腾讯,10:00:00,腾讯,8：00—10：00,腾讯,79.1,良好,光影,光影,软件开发,研发,上海,上海,10:00,20:00,10,5，极少6,5,12:00,18:00,闲的时候可以,看情况,晨会,,未填写,,技术一般般，然后组里大部分同事都很好，个别人除外,,,否,总表
互联网,腾讯,09:30:00,腾讯,9,腾讯,79.1,良好,光子欢乐工作室,光子欢乐工作室,游戏客户端,客户端开发,深圳,深圳,09:30,21:00,11.5,,5,12:00,18:00,是,未填写,日报周报,,未填写,工作天数,,,,否,总表
互联网,腾讯,09:30:00,腾讯,08:40:00,腾讯,79.1,良好,光子-ieg,光子-ieg,游戏策划,策划,深圳,深圳,09:30,20:40,11.2,,5,14:00,13:00,05:40:00,群里说一声可早走,周报,,未填写,工作天数,氛围好，速来,,,否,总表
互联网,腾讯,10左右到,腾讯,10点开始有人走,腾讯,79.1,良好,会议,会议,客户端,客户端开发,深圳,深圳,10:00,10:00,,5,5,14:00,06:00-07:00,是,是,都要写 不过不用写小作文 罗列下就行,,未填写,,会议最养老的组,,,否,总表
互联网,腾讯,10-10.30,腾讯,普通员工一般晚上10.-10.30以后,腾讯,79.1,良好,IEG 电竞技术中心,技术/研发,后端,后端开发,深圳,深圳,10:00,10:00,,5,5,12:00,18:00,否,否,新人日报，员工周报,,未填写,,无打卡，最近组织架构频道调整，老员工比例大，工作强度大。,,,否,总表
互联网,腾讯,10:00:00,腾讯,21:00:00,腾讯,79.1,良好,ieg-北极光,ieg-北极光,后端,后端开发,上海,上海,10:00,21:00,11,5,5,14:00,13:00,健康日6点下班,可以,日报,,未填写,,游戏赶进度时加班较多，加班调休，弹性工作制,,,否,总表
互联网,腾讯,09:30:00,腾讯,20:00:00,腾讯,79.1,良好,ieg-光子,ieg-光子,后端,后端开发,深圳,深圳,09:30,20:00,10.5,,5,14:00,未填写,未填写,可以早走,未填写,,未填写,工作天数,每天晚上就赶人了，项目排期比较赶 每天都要跟进TAPD,,,否,总表
互联网,腾讯,不打卡10:00,腾讯,不打卡，一般九点走，有事可早走,腾讯,79.1,良好,IEG光子,IEG光子,游戏策划,策划,深圳,深圳,10:00,,,5,5,12:00,18:00,是,否,都不,,未填写,,周四下午茶，周三健康日六点赶人，未报备留下扣组长钱，报备名额要抢,,,否,总表
互联网,腾讯,10:00:00,腾讯,09:00:00,腾讯,79.1,良好,IEG光子技术中心,技术/研发,后端/算法,后端开发/算法,深圳,深圳,10:00,21:00,11,5,5,11:30,17:30,是,是,未填写,,未填写,,钱多很卷,,,否,总表
互联网,腾讯,09:30:00,腾讯,9点到10点,腾讯,79.1,良好,IEG天美,IEG天美,游戏策划,策划,深圳,深圳,09:30,21:00,11.5,5.5,5.5,11:30,一小时,周四可以早走,是,周报,,未填写,,很卷，经常有人干到10点多,,,否,总表
互联网,腾讯,9:00打卡,腾讯,19:30:00,腾讯,79.1,良好,IEG-天美L1,IEG-天美L1,产品,产品经理,成都,成都,09:00,19:30,10.5,5,5,12:00,18:00,是,是,True,,未填写,,深圳回成都养老的,,,否,总表
互联网,腾讯,09:30:00,腾讯,9：00-10：00,腾讯,79.1,良好,计费,计费,后端,后端开发,深圳,深圳,09:30,21:00,11.5,5,5,14:00,不固定,六点半,可早走,周报,,未填写,,氛围很好，食堂有点小，不push,,,否,总表
互联网,腾讯,10-10.5,腾讯,9.5-11,腾讯,79.1,良好,看点,看点,前端,前端开发,深圳,深圳,10:00,21:00,11,5,5,14:00,无限制,否,可以早走,都要,,未填写,,,,,否,总表
互联网,腾讯,9.3,腾讯,8.3,腾讯,79.1,良好,理财通,理财通,测开,测试,深圳,深圳,09:18,20:18,11,5,5,14:00,13:00,否,否,不用写,,未填写,,leader很push,,,否,总表
互联网,腾讯,10点前,腾讯,北京8-9，深圳9-10,腾讯,79.1,良好,pcg大数据平台部,数据,前端,前端开发,北京/深圳,北京,10:00,20:00,10,5,5,12:00,18:00,否,否,新人三个月日报+周报,,未填写,,人员流动较大，北京分部氛围一般，产品强势,,,否,总表
互联网,腾讯,10:00以后,腾讯,日常9点,腾讯,79.1,良好,pcg-工程效能平台部,技术/研发,后端,后端开发,深圳,深圳,10:00,21:00,11,5,5,14:00,13:00,否,吃完晚饭走,写了发邮件但是没人看,,未填写,,导师挺不错的，部门的业务不太行，技术也就那样。,,,否,总表
互联网,腾讯,9.5,腾讯,10.5-11,腾讯,79.1,良好,Pcg看点,Pcg看点,后端,后端开发,,深圳,09:30,10:00,0.5,5,5,14:00,13:00,否,未填写,未填写,,未填写,城市,,,,否,总表
互联网,腾讯,10:00:00,腾讯,11:00:00,腾讯,79.1,良好,PCG-内容平台,内容,算法,算法,北京,北京,10:00,11:00,1,6,6,12:00,18:00,否,否,需要周报,,未填写,,,,,否,总表
互联网,腾讯,10,腾讯,日常9点,腾讯,79.1,良好,pcg-社交平台技术部(QQ),技术/研发,后端,后端开发,深圳,深圳,10:00,21:00,11,5,5,14:00,不固定，一般会去散步,是，基本6点走,早走,周一开周会，写周报,,未填写,,感觉很好，QQ业务很成熟，听说任务比较简单,,,否,总表
互联网,腾讯,10-10.5,腾讯,10-10.5,腾讯,79.1,良好,pcg手q基础架构,技术/研发,客户端,客户端开发,,深圳,10:00,10:00,,5,5,14:00,不固定,周三6.30,未填写,是,,未填写,城市,氛围不错，同事都挺好,,,否,总表
互联网,腾讯,09:30:00,腾讯,9:00-10:00,腾讯,79.1,良好,pcg腾讯看点-浏览器开发,技术/研发,后端,后端开发,深圳,深圳,09:30,21:00,11.5,5,5,12:00,18:00,否,否,未填写,,未填写,,,,,否,总表
