分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
互联网,联通支付有限公司,9.00,中国联通,5.30,中国联通,90.4,舒适,个人金融部,个人金融部,"后端, 前端, 产品",后端开发/前端开发/产品经理,北京,北京,09:00,17:00,8,5,5,11:00,17:00,未填写,未填写,偶尔,"金融, 国企",金融,,上线时间是12点 得没问题了才能回家 挺难熬的,年纪都挺大的,,否,收集表(新增)
互联网,哈啰,10-10：30,哈啰,20-22,哈啰,78.4,良好,软研,软研,"后端, 前端",后端开发/前端开发,上海,上海,10:00,20:00,10,5,5,11:50,17:50,否,否,是,互联网,互联网/软件,,弹性工作，周五很多人早走,,,否,收集表(新增)
互联网,宁波某物联网公司,9:00,匿名物联网公司,18:00,匿名物联网公司,92.4,舒适,研发部,技术/研发,"前端, IOS",前端开发/客户端开发,宁波,宁波,09:00,18:00,9,5,5,12:00,回家吃,未填写,否,是,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,百度,10：00,百度,最少9：00以后,百度,75,良好,ads,ads,算法,算法,上海,上海,10:00,21:00,11,5,5,12:00,18:00,未填写,未填写,周报,互联网,互联网/软件,,卷，一周两到三次例会，每次2小时,,,否,收集表(新增)
互联网,YY直播,9:30,YY直播,6:30,YY直播,79.3,良好,安全中心,风控/法务,"运营, 安全",运营/安全,广州,广州,09:30,18:30,9,5,5,12:00,18:30,否,否,是,互联网,互联网/软件,,基本不加班，氛围很轻松，领导的压力比较大，但是普通员工比较轻松，没有PUA,0,,否,收集表(新增)
互联网,SAP,9:30,SAP,6:00,SAP,100,舒适,SAC,SAC,"后端, 前端",后端开发/前端开发,上海,上海,09:30,18:00,8.5,1天居家办公4天公司办公,1,11:20,未填写,未填写,未填写,未填写,"互联网, 外企",外企,,,,,未填写,收集表(新增)
互联网,腾讯,10:00,腾讯,22:00,腾讯,79.1,良好,CSIG,CSIG,"IOS, Android",客户端开发,深圳,深圳,10:00,22:00,12,5,5,11:30,17:30,否,否,否,互联网,互联网/软件,,,,,否,收集表(新增)
其他,南京土星科技,8:30-9:00,南京土星科技,20:30-21:00,南京土星科技,46.4,偏卷,除行政外所有,行政,"后端, 前端, 产品, 运维（SRE）, 测试（测开）, 算法",后端开发/前端开发/产品经理/运维/测试/算法,南京,南京,08:30,20:30,12,大小周,,12:00,17:30,否,是,是,民营企业,民营企业,,润,,,否,收集表(新增)
其他,海思,9:00,海思,"三五 17:30
一二四 20:35",海思,91,舒适,图灵业务部,图灵业务部,其他,其他,深圳,深圳,09:00,17:30,8.5,每月月末周六固定加班,,12:00,17:30,可以17:30下班，也有人20.35下班,可以17:30下班，也有人20.35下班,未填写,通信,通信,,,,,否,收集表(新增)
互联网,安天,9:00,安天,17:30,安天,95.5,舒适,all,all,"后端, 前端, 产品, 安全, 全栈",后端开发/前端开发/产品经理/安全/全栈开发,成都、哈尔滨、北京,成都,09:00,17:30,8.5,5,5,未填写,未填写,未填写,未填写,否,"互联网, 民营企业",互联网/软件,,内推码，校招投递   投递简历命名:【姓名】+【目标岗位】+【目标城市】+【专属内推码】,,,否,收集表(新增)
互联网,Storehub,10:30,Storehub,19:30,Storehub,87,舒适,Engineering Team,Engineering ,"后端, 前端, 运维（SRE）, 测试（测开）, 数据分析, IOS, Android",后端开发/前端开发/运维/测试/数据分析/客户端开发,上海，成都，homebase,上海,10:30,19:30,9,5,5,13:00,18:00,否,否,否,"互联网, 外企",外企,,氛围好，不加班，自由，交流沟通非常直接没有传统企业那些奇怪文化，工作强度在工作时间其实并不小，提升空间挺大，不过基本靠自驱，薪资不算高,0，老员工还没长到这个岁数,,未填写,收集表(新增)
互联网,西安某私企,9:00,匿名私企,一般八九点，没事六七点,匿名私企,60.8,一般,开发,技术/研发,"后端, 运维（SRE）",后端开发/运维,西安,西安,09:00,,,6左右,6,12:00,不固定,否,否,是,民营企业,民营企业,,,,,否,收集表(新增)
金融,中国人寿保险股份有限公司,9.00,中国人寿保险,5.00,中国人寿保险,98.7,舒适,研发中心,技术/研发,"后端, 前端",后端开发/前端开发,北京,北京,09:00,17:00,8,5,5,11:00,17:00,未填写,未填写,是,"金融, 国企",金融,,一般早上8.30到，吃个早饭，晚上一般到6.00多才走,,,否,收集表(新增)
互联网,中国移动江西分公司,9:00,中国移动,上半年20:00，下半年22:00,中国移动,83.8,良好,集团客户部,集团客户部,"产品, 运营, 数据分析",产品经理/运营/数据分析,南昌,南昌,09:00,20:00,11,6,6,12:00,17:30,未填写,未填写,是,"互联网, 通信, 国企",互联网/软件,,按时下班只有很低的基本工资，谁加的狠谁绩效高,1/25,,否,收集表(新增)
互联网,京东,9:00,京东,21:00 之后,京东,80.5,良好,京喜,京喜,"后端, 前端",后端开发/前端开发,武汉,武汉,09:00,21:00,12,5,5,11:45,18:50,是，6点后可下班,是，6点后可下班,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
其他,伊利,8：30,伊利,17:00,伊利,92.6,舒适,南京分公司,南京分公司,销售,销售,南京,南京,08:30,17:00,8.5,5,5,12:00,17:00,开会,马上要双休的特殊,日报且周报,"民营企业, 零售&快消品",民营企业,,"销售分公司内好多岗位，管理、财务、运营（我们叫行销）、销售，麻雀虽小五应俱全，但是同样的都会不同程度加班，
1、财务分为账袋财务和总账财务，还有一个销售结算岗位比较特殊，虽然是财务相关工作岗位但是归销售管理，待遇与销售齐平，就是压力很大，要对账已经核销帐款和扣款，加班是常态，
2、财务是结算的下个流程，主要管总账。加班不严重，但是工资低。
3、销售最苦逼，属于最累的一种销售，节假日更忙，遇到变态老板还不给加班调休，但是待遇香，且没有固定的办公地点，比较灵活。",35/65,,否,收集表(新增)
互联网,中冶赛迪,8:30,中冶赛迪,5:30,中冶赛迪,91,舒适,信息部,技术/研发,"后端, 前端, 全栈",后端开发/前端开发/全栈开发,重庆,重庆,08:30,17:30,9,5,5,11:30,回家吃,否,否,否,"互联网, 机械, 国企",互联网/软件,,本人目前在里面是属于外包，正式员工不知道写不写周报,3/9,,否,收集表(新增)
互联网,oppo,9:00～9:30,oppo,20:30～23:00赶版本发布的一两个月11点才走，一年2个大版本，大部分人21:00走,oppo,66,一般,软件工程,技术/研发,"后端, Android",后端开发/客户端开发,成都,成都,09:00,20:30,11.5,5,5,11:40,17:50,几乎没实行过，原则上可以不加班,否,是,"互联网, 通信",互联网/软件,,技术沉淀差，软工对技术不重视，外包比例过大（很多大于50%的，因为预算问题招来的一些水平也奇差），而且大部分办公地还不在一起，这两点导致工作沟通极其困难，代码也是屎一样；福利几乎没有，班车自费；保持初薪；对新人没有完整的培养计划；年终奖比例太大导致一整年战战兢兢舔上层；好处，因为体量在这，掌握方法也是能摸鱼的,<5%,,否,收集表(新增)
互联网,黑湖智造,不晚于 9:30,黑湖智造,不早于 19:00,黑湖智造,78.2,良好,客户端,客户端,"前端, IOS, Android",前端开发/客户端开发,上海,上海,09:30,19:00,9.5,5,5,11:45,17:45,否,自由下班，一般不早于晚饭时间,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,三一重工,8：00,三一重工,20：30～22：00,三一重工,96.8,舒适,重起智能化研究所,算法,"产品, 起重机智能化研究",产品经理/起重机智能化研究,长沙,长沙,08:00,20:30,12.5,6,6,12:00,12:00,否,是，17:00下班,否,机械,制造业/硬件,,,,,否,收集表(新增)
互联网,美团,10：30 ~11：00,美团,8：50~9：00,美团,70.2,良好,到店住宿门票,到店住宿门票,"后端, 前端, IOS, Android",后端开发/前端开发/客户端开发,北京,北京,10:30,20:50,10.3,5,5,12:00,18:00,否,否,6个月日报+ 都要写周报,互联网,互联网/软件,,组内同事不卷，领导略pua内斗，下班时间受组内风气影响,,,否,收集表(新增)
其他,合肥有方医疗,8:30～9:30,合肥有方医疗,6:00～7:00,合肥有方医疗,87.9,舒适,研发部,技术/研发,"后端, 前端, 全栈",后端开发/前端开发/全栈开发,安徽省合肥市,合肥,08:30,18:00,9.5,5～6,5,12:00,未填写,否,否,是,"机械, 民营企业",制造业/硬件,,偶尔周六加班，一个月得有个一两次，项目经理有时要求晚上加班，搞不完不让回去。而且有时候晚上6点该下班的时间，大家都在比着谁晚点走，像是评选先进员工一样，感觉氛围超差。,0/12,,否,收集表(新增)
互联网,Google,10:00 AM,谷歌,5:00PM,谷歌,100,舒适,YouTube,YouTube,"后端, 算法",后端开发/算法,San Francisco Bay Area,北京,10:00,17:00,7,5,5,13:00,13:00,否,否,No,互联网,互联网/软件,城市,,0.05,,否,收集表(新增)
其他,河北卡鱼科技信息有限公司,早上九点,河北卡鱼科技信息,下午六点,河北卡鱼科技信息,,数据不足,销售,销售/商业化,"产品, 运营",产品经理/运营,河北省唐山市,唐山,,,,6,6,12:00,06:30,否,否,否,其他,其他,,不错,,,否,收集表(新增)
其他,广东金域医学,08:30,广东金域医学,18:00,广东金域医学,87.9,舒适,信息管理中心,信息管理中心,"后端, 算法",后端开发/算法,广州,广州,08:30,18:00,9.5,5,5,12:00,18:00,否,否,否,"民营企业, 医药/医学检测",生物医药,,,1,,否,收集表(新增)
互联网,中信证券股份有限公司,8:30,中信证券,22:00,中信证券,59,一般,信息技术中心,技术/研发,"前端, IOS, Android",前端开发/客户端开发,北京,北京,08:30,22:00,13.5,6,6,11:30,18:00,否,否,日报,"互联网, 金融",金融,,每天晨会，9点开始,,,否,收集表(新增)
其他,中公教育,8:30,中公教育,19:00,中公教育,86,舒适,项目,项目管理,"产品, 运营",产品经理/运营,石家庄,石家庄,08:30,19:00,10.5,6天,6,11:40,回家吃,否,否,看各部门领导要求,教育,教育,,非公告期日常19点左右，公告期22点左右下班,公司几乎没有35周岁以上员工,,否,收集表(新增)
互联网,联想,9点弹性不打卡,联想,18:00点弹性不打卡,联想,95.6,舒适,BTIT,技术/研发,"后端, 前端, 产品, 测试（测开）",后端开发/前端开发/产品经理/测试,成都,成都,09:00,18:00,9,5,5,11:30,18:00,否,否,未填写,"互联网, 通信",互联网/软件,,,老人挺多的,,否,收集表(新增)
互联网,人人视频,0930,人人视频,1830,人人视频,95.4,舒适,技术部,技术/研发,"后端, 前端, 测试（测开）, IOS, Android",后端开发/前端开发/测试/客户端开发,上海,上海,09:00,18:00,9,5,5,12:00,18:00,否,周五一般不加班,周报,互联网,互联网/软件,,每个月强制加班十天到九点，每少加一天工资扣1%。上班时间弹性半小时,,,否,收集表(新增)
互联网,华为,9:20,华为,20:30,华为,78.8,良好,无线IT装备,技术/研发,"后端, 算法, 数据分析",后端开发/算法/数据分析,成都,成都,09:20,20:30,11.2,5，项目紧张时可能6,5,12:30,18:00,18:00,18:00,否,"互联网, 通信, 民营企业",互联网/软件,,华为内部来看工作生活相对较为平衡，详询wx,10/50,,否,收集表(新增)
互联网,海康威视南宁分公司,9:00,海康威视,18:00 每周加班一天到八点半 平时基本18:30下班 忙时加班另外,海康威视,87.5,舒适,产品开发部,技术/研发,"后端, 前端, 产品, 运营, 安全, 运维（SRE）, 测试（测开）, 算法, 数据分析, IOS, Android, 全栈",后端开发/前端开发/产品经理/运营/安全/运维/测试/算法/数据分析/客户端开发/全栈开发,南宁,南宁,09:00,18:00,9,大小周 一周6天一周5天轮流,6,12:00,18:30,否,否,是 要填日报工时,国企,国企,,,,,否,收集表(新增)
其他,阅尔基因,9：00或者9：30,阅尔基因,17：30或者18：00,阅尔基因,95.5,舒适,运维,运维,"安全, 运维（SRE）",安全/运维,苏州,苏州,09:00,17:30,8.5,5,5,12:00,未填写,否,否,是,民营企业,民营企业,,上下班时间按照自身情况来定，来得晚了可以通过补班来调节，不是必须请假,2/6,,否,收集表(新增)
互联网,金砖天网科技集团有限公司,8:30,金砖天网科技,6:00,金砖天网科技,83.4,良好,产品运营,产品,"后端, 前端, 产品, 运营, 运维（SRE）, 测试（测开）",后端开发/前端开发/产品经理/运营/运维/测试,汕头,汕头,08:30,18:00,9.5,大小周,,12:00,未填写,未填写,未填写,周报,"互联网, 民营企业",互联网/软件,,1.工资很低 2.奇葩的要求很多 3.迟到扣款（工资日+早会） 4.技术很差，耦合，开发小功能要用1个月 5.表面风光 6.增长动力不足 7.裁员 8.公司会是在周一早上开，站立会，无会议室，不懂做PPT，不搞数据，不分析 9.项目无规划 10.无项目经理 11.综合素质较差，学历低，内部争斗，互相倾轧，互相推卸责任 12.产品设计不合理，闭门造车类型，不重构，变成💩山，只想拿出去搞钱，变成做外包功能的公司 13.非Saas产品自称Saas，实际是私有化部署，大量时间花在了维护上面,0/8,,否,收集表(新增)
外企,Weee!(贝海网络）,9-9.30（自觉弹性）,Weee!(贝海网络）,6:00以后（自觉弹性）,Weee!(贝海网络）,92.4,舒适,开发组,技术/研发,"后端, 前端",后端开发/前端开发,上海,上海,09:00,18:00,9,5,5,11:45,未填写,否,否,否,"互联网, 外企",外企,,"不打卡 自觉弹性 任务做完可以大胆六点拎包走. 包午饭 每周四下午茶
同事之间轮流开生活分享会.公司算半个外企，总部在美国硅谷，负责运营与营销 中国部负责写代码，管理团队全部都是中国人。公司提倡效率，正式员工普遍6.30左右离开，6.45人走光",30%,,是,收集表(新增)
互联网,北京金堤科技有限公司（天眼查）,9点,北京金堤科技有限公司（天眼查）,8点后 技术经常11点12点,北京金堤科技有限公司（天眼查）,100,舒适,产品技术部,技术/研发,"前端, 产品, 运营, 算法, IOS, Android",前端开发/产品经理/运营/算法/客户端开发,北京,北京,09:00,11:12,2.2,6,6,未填写,未填写,未填写,未填写,日报,互联网,互联网/软件,,,,,否,收集表(新增)
互联网,帆软软件,9,帆软软件,5.30（动态一周40小时）,帆软软件,99.7,舒适,不方便透露,不方便透露,"产品, 运营",产品经理/运营,南京,南京,09:00,17:00,8,5,5,12:00,18:00,未填写,未填写,日报,互联网,互联网/软件,,有加班 文档气息重,,,否,收集表(新增)
其他,广东省中医院,8：00,广东省中医院,标准时间是15：30，基本上部门会加班到18：30,广东省中医院,96.2,舒适,Department of Scientific Research Management,Department o,"运营, 其他",运营/其他,广州市,广州,08:00,15:30,7.5,5.5,5.5,12:00,未填写,否,否,周报,"教育, 其他",教育,,,是事业单位，35岁以上的人很多,,否,收集表(新增)
互联网,杭州奇侠互动网络科技有限公司,9:00-9:30,杭州奇侠互动网络科技,21:00-21:30,杭州奇侠互动网络科技,50,偏卷,美术部,设计,"后端, 前端, 产品, 运营, 其他",后端开发/前端开发/产品经理/运营/其他,杭州,杭州,09:00,21:00,12,大小周5-6,5,未填写,未填写,未填写,未填写,未填写,互联网,互联网/软件,,,,,否,收集表(新增)
